#TYPE System.IO.FileInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","VersionInfo","BaseName","Target","LinkType","Name","Length","DirectoryName","Directory","IsReadOnly","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\pg17987.txt","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","pg17987.txt","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\pg17987.txt
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","pg17987","System.Collections.Generic.List`1[System.String]",,"pg17987.txt","65999","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\pg17987.txt",".txt","7/14/2016 9:46:36 AM","7/14/2016 4:46:36 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\pg23691.txt","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","pg23691.txt","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\pg23691.txt
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","pg23691","System.Collections.Generic.List`1[System.String]",,"pg23691.txt","692692","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\pg23691.txt",".txt","7/14/2016 9:46:42 AM","7/14/2016 4:46:42 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\README.txt","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","README.txt","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\README.txt
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","README","System.Collections.Generic.List`1[System.String]",,"README.txt","5383","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\README.txt",".txt","7/14/2016 9:46:46 AM","7/14/2016 4:46:46 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\rgo_template.docx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","rgo_template.docx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\rgo_template.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","rgo_template","System.Collections.Generic.List`1[System.String]",,"rgo_template.docx","8362477","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\rgo_template.docx",".docx","7/14/2016 11:01:40 AM","7/14/2016 6:01:40 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\robots.txt","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","robots.txt","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\robots.txt
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","robots","System.Collections.Generic.List`1[System.String]",,"robots.txt","4146","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\robots.txt",".txt","7/14/2016 11:10:36 AM","7/14/2016 6:10:36 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\SBR FY 2016 Annual Report Template 7-21-16 Final.xlsx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","SBR FY 2016 Annual Report Template 7-21-16 Final.xlsx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\SBR FY 2016 Annual Report Template 7-21-16 Final.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","SBR FY 2016 Annual Report Template 7-21-16 Final","System.Collections.Generic.List`1[System.String]",,"SBR FY 2016 Annual Report Template 7-21-16 Final.xlsx","47716","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\SBR FY 2016 Annual Report Template 7-21-16 Final.xlsx",".xlsx","1/22/2017 7:02:24 PM","1/23/2017 3:02:24 AM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\South_Carolina_Academic_Standards_and_Performance_Indicators_for_Science_2014.pdf","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","South_Carolina_Academic_Standards_and_Performance_Indicators_for_Science_2014.pdf","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\South_Carolina_Academic_Standards_and_Performance_Indicators_for_Science_2014.pdf
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","South_Carolina_Academic_Standards_and_Performance_Indicators_for_Science_2014","System.Collections.Generic.List`1[System.String]",,"South_Carolina_Academic_Standards_and_Performance_Indicators_for_Science_2014.pdf","1167470","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\South_Carolina_Academic_Standards_and_Performance_Indicators_for_Science_2014.pdf",".pdf","7/14/2016 9:46:12 AM","7/14/2016 4:46:12 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\stds_scienceKinder.pdf","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","stds_scienceKinder.pdf","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\stds_scienceKinder.pdf
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","stds_scienceKinder","System.Collections.Generic.List`1[System.String]",,"stds_scienceKinder.pdf","61430","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\stds_scienceKinder.pdf",".pdf","7/14/2016 8:49:38 AM","7/14/2016 3:49:38 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Template File_MLA Template.docx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","Template File_MLA Template.docx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Template File_MLA Template.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Template File_MLA Template","System.Collections.Generic.List`1[System.String]",,"Template File_MLA Template.docx","20574","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Template File_MLA Template.docx",".docx","7/14/2016 11:01:00 AM","7/14/2016 6:01:00 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\template-instructions1.docx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","template-instructions1.docx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\template-instructions1.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","template-instructions1","System.Collections.Generic.List`1[System.String]",,"template-instructions1.docx","1278477","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\template-instructions1.docx",".docx","7/14/2016 11:01:26 AM","7/14/2016 6:01:26 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\the-cover-letter.docx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","the-cover-letter.docx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\the-cover-letter.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","the-cover-letter","System.Collections.Generic.List`1[System.String]",,"the-cover-letter.docx","22892","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\the-cover-letter.docx",".docx","1/22/2017 8:22:40 PM","1/23/2017 4:22:40 AM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\thoughtfarmer-intranet-content-migration-worksheet.xlsx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","thoughtfarmer-intranet-content-migration-worksheet.xlsx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\thoughtfarmer-intranet-content-migration-worksheet.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","thoughtfarmer-intranet-content-migration-worksheet","System.Collections.Generic.List`1[System.String]",,"thoughtfarmer-intranet-content-migration-worksheet.xlsx","30931","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\thoughtfarmer-intranet-content-migration-worksheet.xlsx",".xlsx","7/14/2016 11:02:36 AM","7/14/2016 6:02:36 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\trans_jour.docx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","trans_jour.docx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\trans_jour.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","trans_jour","System.Collections.Generic.List`1[System.String]",,"trans_jour.docx","519344","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\trans_jour.docx",".docx","7/14/2016 11:01:22 AM","7/14/2016 6:01:22 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Video.docx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","Video.docx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Video.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Video","System.Collections.Generic.List`1[System.String]",,"Video.docx","11491","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Video.docx",".docx","7/14/2016 10:12:22 AM","7/14/2016 5:12:22 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Windows 10 ADMX spreadsheet.xlsx","Microsoft.PowerShell.Core\FileSystem::C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","Windows 10 ADMX spreadsheet.xlsx","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Windows 10 ADMX spreadsheet.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Windows 10 ADMX spreadsheet","System.Collections.Generic.List`1[System.String]",,"Windows 10 ADMX spreadsheet.xlsx","659768","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem","False","True","C:\Users\Asani-Web\Documents\Vessup_SYS-320\Week13\Assignment\FileSystem\Windows 10 ADMX spreadsheet.xlsx",".xlsx","7/14/2016 8:54:58 AM","7/14/2016 3:54:58 PM","4/26/2022 7:43:47 PM","4/27/2022 2:43:47 AM","4/26/2022 7:26:18 PM","4/27/2022 2:26:18 AM","Archive"
